id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
SE;SUDESTE/CENTRO-OESTE;2026-03-04 19:00:00;55983.137999999984
N;NORTE;2026-03-04 20:00:00;8786.590999999999
NE;NORDESTE;2026-03-04 20:00:00;14479.098999999998
S;SUL;2026-03-04 20:00:00;19958.332999999995
SE;SUDESTE/CENTRO-OESTE;2026-03-04 20:00:00;55366.76700000001
N;NORTE;2026-03-04 21:00:00;8873.372
NE;NORDESTE;2026-03-04 21:00:00;14680.826000000005
S;SUL;2026-03-04 21:00:00;19706.242
SE;SUDESTE/CENTRO-OESTE;2026-03-04 21:00:00;54401.561000000016
N;NORTE;2026-03-04 22:00:00;8886.432999999997
NE;NORDESTE;2026-03-04 22:00:00;14419.522999999996
S;SUL;2026-03-04 22:00:00;18833.897
SE;SUDESTE/CENTRO-OESTE;2026-03-04 22:00:00;51743.84699999999
N;NORTE;2026-03-04 23:00:00;8896.528000000002
NE;NORDESTE;2026-03-04 23:00:00;13797.440000000002
S;SUL;2026-03-04 23:00:00;17554.179999999997
SE;SUDESTE/CENTRO-OESTE;2026-03-04 23:00:00;48386.09099999998
N;NORTE;2026-03-05 00:00:00;8782.735999999997
NE;NORDESTE;2026-03-05 00:00:00;13387.285
S;SUL;2026-03-05 00:00:00;16245.177
SE;SUDESTE/CENTRO-OESTE;2026-03-05 00:00:00;45619.44499999998
N;NORTE;2026-03-05 01:00:00;8502.870000000003
NE;NORDESTE;2026-03-05 01:00:00;12974.882
S;SUL;2026-03-05 01:00:00;15401.2
SE;SUDESTE/CENTRO-OESTE;2026-03-05 01:00:00;43237.789
N;NORTE;2026-03-05 02:00:00;8346.723000000002
NE;NORDESTE;2026-03-05 02:00:00;12423.775999999996
S;SUL;2026-03-05 02:00:00;14725.627
SE;SUDESTE/CENTRO-OESTE;2026-03-05 02:00:00;41934.84800000001
N;NORTE;2026-03-05 03:00:00;8130.636
NE;NORDESTE;2026-03-05 03:00:00;12201.926
S;SUL;2026-03-05 03:00:00;14333.999
SE;SUDESTE/CENTRO-OESTE;2026-03-05 03:00:00;41209.403
N;NORTE;2026-03-05 04:00:00;8018.955000000002
NE;NORDESTE;2026-03-05 04:00:00;12219.277999999998
S;SUL;2026-03-05 04:00:00;14219.401
SE;SUDESTE/CENTRO-OESTE;2026-03-05 04:00:00;41414.217
N;NORTE;2026-03-05 05:00:00;7957.088
NE;NORDESTE;2026-03-05 05:00:00;12144.825
S;SUL;2026-03-05 05:00:00;14691.47
SE;SUDESTE/CENTRO-OESTE;2026-03-05 05:00:00;43198.07900000003
N;NORTE;2026-03-05 06:00:00;7766.032999999999
NE;NORDESTE;2026-03-05 06:00:00;11761.820000000003
S;SUL;2026-03-05 06:00:00;15726.068
SE;SUDESTE/CENTRO-OESTE;2026-03-05 06:00:00;45572.47299999998
N;NORTE;2026-03-05 07:00:00;7606.510000000001
NE;NORDESTE;2026-03-05 07:00:00;11271.166
S;SUL;2026-03-05 07:00:00;17146.161
SE;SUDESTE/CENTRO-OESTE;2026-03-05 07:00:00;47403.25300000001
N;NORTE;2026-03-05 08:00:00;7781.162999999999
NE;NORDESTE;2026-03-05 08:00:00;11691.033000000005
S;SUL;2026-03-05 08:00:00;18132.208
SE;SUDESTE/CENTRO-OESTE;2026-03-05 08:00:00;49132.10599999999
N;NORTE;2026-03-05 09:00:00;7839.078999999998
NE;NORDESTE;2026-03-05 09:00:00;11918.019999999997
S;SUL;2026-03-05 09:00:00;18278.677
SE;SUDESTE/CENTRO-OESTE;2026-03-05 09:00:00;50012.556
N;NORTE;2026-03-05 10:00:00;7819.059999999999
NE;NORDESTE;2026-03-05 10:00:00;12001.757
S;SUL;2026-03-05 10:00:00;18656.178
SE;SUDESTE/CENTRO-OESTE;2026-03-05 10:00:00;51291.938
N;NORTE;2026-03-05 11:00:00;7761.635
NE;NORDESTE;2026-03-05 11:00:00;12084.254
S;SUL;2026-03-05 11:00:00;18838.089
SE;SUDESTE/CENTRO-OESTE;2026-03-05 11:00:00;52083.701
N;NORTE;2026-03-05 12:00:00;7719.760999999999
NE;NORDESTE;2026-03-05 12:00:00;11819.978000000005
S;SUL;2026-03-05 12:00:00;17910.784
SE;SUDESTE/CENTRO-OESTE;2026-03-05 12:00:00;51656.565
N;NORTE;2026-03-05 13:00:00;8137.011999999999
NE;NORDESTE;2026-03-05 13:00:00;12155.816
S;SUL;2026-03-05 13:00:00;19385.082
SE;SUDESTE/CENTRO-OESTE;2026-03-05 13:00:00;53155.66600000001
N;NORTE;2026-03-05 14:00:00;8533.757
NE;NORDESTE;2026-03-05 14:00:00;12503.425
S;SUL;2026-03-05 14:00:00;20131.589
SE;SUDESTE/CENTRO-OESTE;2026-03-05 14:00:00;53966.806
N;NORTE;2026-03-05 15:00:00;8536.129
NE;NORDESTE;2026-03-05 15:00:00;12869.527999999998
S;SUL;2026-03-05 15:00:00;20312.671
SE;SUDESTE/CENTRO-OESTE;2026-03-05 15:00:00;53953.65899999999
N;NORTE;2026-03-05 16:00:00;8412.044000000002
NE;NORDESTE;2026-03-05 16:00:00;13402.445
S;SUL;2026-03-05 16:00:00;20399.723
SE;SUDESTE/CENTRO-OESTE;2026-03-05 16:00:00;54959.29800000002
N;NORTE;2026-03-05 17:00:00;8330.665000000003
NE;NORDESTE;2026-03-05 17:00:00;13826.396
S;SUL;2026-03-05 17:00:00;19481.708
SE;SUDESTE/CENTRO-OESTE;2026-03-05 17:00:00;54159.00099999999
N;NORTE;2026-03-05 18:00:00;8363.252000000006
NE;NORDESTE;2026-03-05 18:00:00;14838.753000000002
S;SUL;2026-03-05 18:00:00;18603.951
SE;SUDESTE/CENTRO-OESTE;2026-03-05 18:00:00;55062.68
N;NORTE;2026-03-05 19:00:00;8547.287999999997
NE;NORDESTE;2026-03-05 19:00:00;15024.179000000002
S;SUL;2026-03-05 19:00:00;19785.171
SE;SUDESTE/CENTRO-OESTE;2026-03-05 19:00:00;57051.14999999998
N;NORTE;2026-03-05 20:00:00;8654.672999999997
NE;NORDESTE;2026-03-05 20:00:00;14961.592
S;SUL;2026-03-05 20:00:00;19579.35
SE;SUDESTE/CENTRO-OESTE;2026-03-05 20:00:00;56655.794
N;NORTE;2026-03-05 21:00:00;8803.771000000002
NE;NORDESTE;2026-03-05 21:00:00;14915.531000000004
S;SUL;2026-03-05 21:00:00;19391.614
SE;SUDESTE/CENTRO-OESTE;2026-03-05 21:00:00;55649.55499999998
N;NORTE;2026-03-05 22:00:00;8865.344999999998
NE;NORDESTE;2026-03-05 22:00:00;14734.232999999998
S;SUL;2026-03-05 22:00:00;18639.828
SE;SUDESTE/CENTRO-OESTE;2026-03-05 22:00:00;53159.037
N;NORTE;2026-03-05 23:00:00;8858.362999999998
NE;NORDESTE;2026-03-05 23:00:00;14264.232
S;SUL;2026-03-05 23:00:00;17423.345999999998
SE;SUDESTE/CENTRO-OESTE;2026-03-05 23:00:00;50194.076
N;NORTE;2026-03-06 00:00:00;8699.807000000003
NE;NORDESTE;2026-03-06 00:00:00;13672.664999999995
S;SUL;2026-03-06 00:00:00;16207.908
SE;SUDESTE/CENTRO-OESTE;2026-03-06 00:00:00;46764.53299999999
N;NORTE;2026-03-06 01:00:00;8556.481
NE;NORDESTE;2026-03-06 01:00:00;13170.369
S;SUL;2026-03-06 01:00:00;15300.791
SE;SUDESTE/CENTRO-OESTE;2026-03-06 01:00:00;44448.752
N;NORTE;2026-03-06 02:00:00;8405.117000000002
NE;NORDESTE;2026-03-06 02:00:00;12758.997
S;SUL;2026-03-06 02:00:00;14669.347999999998
SE;SUDESTE/CENTRO-OESTE;2026-03-06 02:00:00;43075.74499999998
N;NORTE;2026-03-06 03:00:00;8252.238
NE;NORDESTE;2026-03-06 03:00:00;12400.907
S;SUL;2026-03-06 03:00:00;14311.242
SE;SUDESTE/CENTRO-OESTE;2026-03-06 03:00:00;42445.75599999998
N;NORTE;2026-03-06 04:00:00;8119.102000000001
NE;NORDESTE;2026-03-06 04:00:00;12325.438999999998
S;SUL;2026-03-06 04:00:00;14210.096
SE;SUDESTE/CENTRO-OESTE;2026-03-06 04:00:00;42544.389
N;NORTE;2026-03-06 05:00:00;8060.944999999998
NE;NORDESTE;2026-03-06 05:00:00;12175.451
S;SUL;2026-03-06 05:00:00;14764.971
SE;SUDESTE/CENTRO-OESTE;2026-03-06 05:00:00;44195.175
N;NORTE;2026-03-06 06:00:00;7692.946000000001
NE;NORDESTE;2026-03-06 06:00:00;11427.573999999997
S;SUL;2026-03-06 06:00:00;15835.683
SE;SUDESTE/CENTRO-OESTE;2026-03-06 06:00:00;46496.721000000005
N;NORTE;2026-03-06 07:00:00;7559.123
NE;NORDESTE;2026-03-06 07:00:00;10596.001
S;SUL;2026-03-06 07:00:00;17289.843
SE;SUDESTE/CENTRO-OESTE;2026-03-06 07:00:00;48994.328
N;NORTE;2026-03-06 08:00:00;7801.571999999999
NE;NORDESTE;2026-03-06 08:00:00;10719.382
S;SUL;2026-03-06 08:00:00;18458.56
SE;SUDESTE/CENTRO-OESTE;2026-03-06 08:00:00;51378.09899999999
N;NORTE;2026-03-06 09:00:00;7959.133000000001
NE;NORDESTE;2026-03-06 09:00:00;10999.666
S;SUL;2026-03-06 09:00:00;18357.516
SE;SUDESTE/CENTRO-OESTE;2026-03-06 09:00:00;52408.925
N;NORTE;2026-03-06 10:00:00;7981.688999999999
NE;NORDESTE;2026-03-06 10:00:00;11363.452999999996
S;SUL;2026-03-06 10:00:00;18635.608
SE;SUDESTE/CENTRO-OESTE;2026-03-06 10:00:00;53728.024000000005
N;NORTE;2026-03-06 11:00:00;7857.705
NE;NORDESTE;2026-03-06 11:00:00;11459.223000000002
S;SUL;2026-03-06 11:00:00;18899.025
SE;SUDESTE/CENTRO-OESTE;2026-03-06 11:00:00;54340.45
N;NORTE;2026-03-06 12:00:00;7795.774
NE;NORDESTE;2026-03-06 12:00:00;11127.305999999997
S;SUL;2026-03-06 12:00:00;17818.781
SE;SUDESTE/CENTRO-OESTE;2026-03-06 12:00:00;53565.052
N;NORTE;2026-03-06 13:00:00;8024.376000000002
NE;NORDESTE;2026-03-06 13:00:00;11087.763
S;SUL;2026-03-06 13:00:00;19027.286
SE;SUDESTE/CENTRO-OESTE;2026-03-06 13:00:00;54301.35500000001
N;NORTE;2026-03-06 14:00:00;8297.98
NE;NORDESTE;2026-03-06 14:00:00;11479.398
S;SUL;2026-03-06 14:00:00;19699.236
SE;SUDESTE/CENTRO-OESTE;2026-03-06 14:00:00;54879.43200000001
N;NORTE;2026-03-06 15:00:00;8628.136000000002
NE;NORDESTE;2026-03-06 15:00:00;11840.592
S;SUL;2026-03-06 15:00:00;19826.317
SE;SUDESTE/CENTRO-OESTE;2026-03-06 15:00:00;55450.08
N;NORTE;2026-03-06 16:00:00;8335.981999999996
NE;NORDESTE;2026-03-06 16:00:00;12631.635000000002
S;SUL;2026-03-06 16:00:00;19850.416
SE;SUDESTE/CENTRO-OESTE;2026-03-06 16:00:00;55004.942
N;NORTE;2026-03-06 17:00:00;8083.357999999997
NE;NORDESTE;2026-03-06 17:00:00;13186.632
S;SUL;2026-03-06 17:00:00;19067.409
SE;SUDESTE/CENTRO-OESTE;2026-03-06 17:00:00;53644.40900000001
N;NORTE;2026-03-06 18:00:00;7992.447
NE;NORDESTE;2026-03-06 18:00:00;14533.155
S;SUL;2026-03-06 18:00:00;18378.991
SE;SUDESTE/CENTRO-OESTE;2026-03-06 18:00:00;54626.611
N;NORTE;2026-03-06 19:00:00;8098.053000000002
NE;NORDESTE;2026-03-06 19:00:00;14704.501999999997
S;SUL;2026-03-06 19:00:00;19355.352
SE;SUDESTE/CENTRO-OESTE;2026-03-06 19:00:00;56161.577000000005
N;NORTE;2026-03-06 20:00:00;8309.319999999996
NE;NORDESTE;2026-03-06 20:00:00;14384.467999999995
S;SUL;2026-03-06 20:00:00;18916.743
SE;SUDESTE/CENTRO-OESTE;2026-03-06 20:00:00;55193.741
N;NORTE;2026-03-06 21:00:00;8564.228000000001
NE;NORDESTE;2026-03-06 21:00:00;14511.258999999998
S;SUL;2026-03-06 21:00:00;18560.07
SE;SUDESTE/CENTRO-OESTE;2026-03-06 21:00:00;54168.83099999999
N;NORTE;2026-03-06 22:00:00;8521.695000000003
NE;NORDESTE;2026-03-06 22:00:00;14359.712
S;SUL;2026-03-06 22:00:00;17932.052
SE;SUDESTE/CENTRO-OESTE;2026-03-06 22:00:00;52268.06300000001
N;NORTE;2026-03-06 23:00:00;8536.391000000003
NE;NORDESTE;2026-03-06 23:00:00;14112.752999999995
S;SUL;2026-03-06 23:00:00;16954.665
SE;SUDESTE/CENTRO-OESTE;2026-03-06 23:00:00;49994.518
N;NORTE;2026-03-07 00:00:00;8431.932000000003
NE;NORDESTE;2026-03-07 00:00:00;13767.423000000004
S;SUL;2026-03-07 00:00:00;15897.02
SE;SUDESTE/CENTRO-OESTE;2026-03-07 00:00:00;47395.785
N;NORTE;2026-03-07 01:00:00;8294.549
NE;NORDESTE;2026-03-07 01:00:00;13361.375000000004
S;SUL;2026-03-07 01:00:00;15015.485
SE;SUDESTE/CENTRO-OESTE;2026-03-07 01:00:00;45144.599
N;NORTE;2026-03-07 02:00:00;8125.388000000002
NE;NORDESTE;2026-03-07 02:00:00;13146.500999999997
S;SUL;2026-03-07 02:00:00;14318.105
SE;SUDESTE/CENTRO-OESTE;2026-03-07 02:00:00;43522.847
N;NORTE;2026-03-07 03:00:00;7920.601999999998
NE;NORDESTE;2026-03-07 03:00:00;12849.161
S;SUL;2026-03-07 03:00:00;13947.215
SE;SUDESTE/CENTRO-OESTE;2026-03-07 03:00:00;42502.022
N;NORTE;2026-03-07 04:00:00;7829.838999999999
NE;NORDESTE;2026-03-07 04:00:00;12673.221000000003
S;SUL;2026-03-07 04:00:00;13604.435
SE;SUDESTE/CENTRO-OESTE;2026-03-07 04:00:00;42193.18499999998
N;NORTE;2026-03-07 05:00:00;7771.978000000001
NE;NORDESTE;2026-03-07 05:00:00;12196.364
S;SUL;2026-03-07 05:00:00;13565.786
SE;SUDESTE/CENTRO-OESTE;2026-03-07 05:00:00;42338.328
N;NORTE;2026-03-07 06:00:00;7472.079999999996
NE;NORDESTE;2026-03-07 06:00:00;11358.452
S;SUL;2026-03-07 06:00:00;13808.318
SE;SUDESTE/CENTRO-OESTE;2026-03-07 06:00:00;42678.291
N;NORTE;2026-03-07 07:00:00;7247.75
NE;NORDESTE;2026-03-07 07:00:00;10624.111
S;SUL;2026-03-07 07:00:00;14440.701
SE;SUDESTE/CENTRO-OESTE;2026-03-07 07:00:00;44202.351
N;NORTE;2026-03-07 08:00:00;7375.318000000001
NE;NORDESTE;2026-03-07 08:00:00;10981.215
S;SUL;2026-03-07 08:00:00;14849.997
SE;SUDESTE/CENTRO-OESTE;2026-03-07 08:00:00;45708.863
N;NORTE;2026-03-07 09:00:00;7407.467
NE;NORDESTE;2026-03-07 09:00:00;11178.781999999996
S;SUL;2026-03-07 09:00:00;14859.316
SE;SUDESTE/CENTRO-OESTE;2026-03-07 09:00:00;46495.795000000006
N;NORTE;2026-03-07 10:00:00;7480.037999999999
NE;NORDESTE;2026-03-07 10:00:00;11309.320999999994
S;SUL;2026-03-07 10:00:00;15098.662
SE;SUDESTE/CENTRO-OESTE;2026-03-07 10:00:00;47340.78700000001
N;NORTE;2026-03-07 11:00:00;7522.698
NE;NORDESTE;2026-03-07 11:00:00;11355.813999999998
S;SUL;2026-03-07 11:00:00;15601.975
SE;SUDESTE/CENTRO-OESTE;2026-03-07 11:00:00;47397.724
N;NORTE;2026-03-07 12:00:00;7390.425999999999
NE;NORDESTE;2026-03-07 12:00:00;10949.293999999998
S;SUL;2026-03-07 12:00:00;14886.241
SE;SUDESTE/CENTRO-OESTE;2026-03-07 12:00:00;46553.92
N;NORTE;2026-03-07 13:00:00;7630.888999999999
NE;NORDESTE;2026-03-07 13:00:00;10578.175
S;SUL;2026-03-07 13:00:00;14545.242
SE;SUDESTE/CENTRO-OESTE;2026-03-07 13:00:00;46329.592
N;NORTE;2026-03-07 14:00:00;7837.661
NE;NORDESTE;2026-03-07 14:00:00;10853.183000000005
S;SUL;2026-03-07 14:00:00;14815.896
SE;SUDESTE/CENTRO-OESTE;2026-03-07 14:00:00;46818.26399999998
N;NORTE;2026-03-07 15:00:00;7903.514000000001
NE;NORDESTE;2026-03-07 15:00:00;11384.687000000004
S;SUL;2026-03-07 15:00:00;15174.545
SE;SUDESTE/CENTRO-OESTE;2026-03-07 15:00:00;47263.44899999999
N;NORTE;2026-03-07 16:00:00;8001.381
NE;NORDESTE;2026-03-07 16:00:00;12265.739
S;SUL;2026-03-07 16:00:00;15462.553
SE;SUDESTE/CENTRO-OESTE;2026-03-07 16:00:00;47638.451
N;NORTE;2026-03-07 17:00:00;7910.218999999999
NE;NORDESTE;2026-03-07 17:00:00;13623.017000000002
S;SUL;2026-03-07 17:00:00;15874.293
SE;SUDESTE/CENTRO-OESTE;2026-03-07 17:00:00;48367.95699999999
N;NORTE;2026-03-07 18:00:00;8098.007000000001
NE;NORDESTE;2026-03-07 18:00:00;14591.129999999996
S;SUL;2026-03-07 18:00:00;16447.258
SE;SUDESTE/CENTRO-OESTE;2026-03-07 18:00:00;50494.41399999999
N;NORTE;2026-03-07 19:00:00;8406.686000000002
NE;NORDESTE;2026-03-07 19:00:00;14608.804999999997
S;SUL;2026-03-07 19:00:00;17256.981
SE;SUDESTE/CENTRO-OESTE;2026-03-07 19:00:00;51333.637
N;NORTE;2026-03-07 20:00:00;8453.032999999996
NE;NORDESTE;2026-03-07 20:00:00;14409.482000000004
S;SUL;2026-03-07 20:00:00;16728.359
SE;SUDESTE/CENTRO-OESTE;2026-03-07 20:00:00;50004.249
N;NORTE;2026-03-07 21:00:00;8446.536
NE;NORDESTE;2026-03-07 21:00:00;14504.263999999994
S;SUL;2026-03-07 21:00:00;16133.1
SE;SUDESTE/CENTRO-OESTE;2026-03-07 21:00:00;48599.30299999999
N;NORTE;2026-03-07 22:00:00;8481.545
NE;NORDESTE;2026-03-07 22:00:00;14487.035999999998
S;SUL;2026-03-07 22:00:00;15405.737
SE;SUDESTE/CENTRO-OESTE;2026-03-07 22:00:00;46862.80200000001
N;NORTE;2026-03-07 23:00:00;8569.929
NE;NORDESTE;2026-03-07 23:00:00;14232.183999999996
S;SUL;2026-03-07 23:00:00;14620.677
SE;SUDESTE/CENTRO-OESTE;2026-03-07 23:00:00;44832.143
N;NORTE;2026-03-08 00:00:00;8494.168000000001
NE;NORDESTE;2026-03-08 00:00:00;13802.123
S;SUL;2026-03-08 00:00:00;13799.913
SE;SUDESTE/CENTRO-OESTE;2026-03-08 00:00:00;42827.201
N;NORTE;2026-03-08 01:00:00;8313.48
NE;NORDESTE;2026-03-08 01:00:00;13429.745
S;SUL;2026-03-08 01:00:00;13100.035
SE;SUDESTE/CENTRO-OESTE;2026-03-08 01:00:00;40884.45000000001
N;NORTE;2026-03-08 02:00:00;8078.762000000001
NE;NORDESTE;2026-03-08 02:00:00;13052.002000000004
S;SUL;2026-03-08 02:00:00;12554.381
SE;SUDESTE/CENTRO-OESTE;2026-03-08 02:00:00;39269.92
N;NORTE;2026-03-08 03:00:00;7930.470999999999
NE;NORDESTE;2026-03-08 03:00:00;12804.173999999995
S;SUL;2026-03-08 03:00:00;12130.713
SE;SUDESTE/CENTRO-OESTE;2026-03-08 03:00:00;38179.038
N;NORTE;2026-03-08 04:00:00;7812.012000000001
NE;NORDESTE;2026-03-08 04:00:00;12550.704
S;SUL;2026-03-08 04:00:00;11904.191
SE;SUDESTE/CENTRO-OESTE;2026-03-08 04:00:00;37751.346000000005
N;NORTE;2026-03-08 05:00:00;7663.656999999997
NE;NORDESTE;2026-03-08 05:00:00;12003.411999999998
S;SUL;2026-03-08 05:00:00;11779.666
SE;SUDESTE/CENTRO-OESTE;2026-03-08 05:00:00;37495.56799999999
N;NORTE;2026-03-08 06:00:00;7442.906000000001
NE;NORDESTE;2026-03-08 06:00:00;11030.179999999998
S;SUL;2026-03-08 06:00:00;11647.408
SE;SUDESTE/CENTRO-OESTE;2026-03-08 06:00:00;37254.12100000001
N;NORTE;2026-03-08 07:00:00;7198.195000000002
NE;NORDESTE;2026-03-08 07:00:00;10389.016000000003
S;SUL;2026-03-08 07:00:00;12050.565
SE;SUDESTE/CENTRO-OESTE;2026-03-08 07:00:00;37677.91700000001
N;NORTE;2026-03-08 08:00:00;7045.966
NE;NORDESTE;2026-03-08 08:00:00;9800.077
S;SUL;2026-03-08 08:00:00;12019.275
SE;SUDESTE/CENTRO-OESTE;2026-03-08 08:00:00;37596.897
N;NORTE;2026-03-08 09:00:00;6939.303
NE;NORDESTE;2026-03-08 09:00:00;9335.174
S;SUL;2026-03-08 09:00:00;11855.766
SE;SUDESTE/CENTRO-OESTE;2026-03-08 09:00:00;37553.82800000001
N;NORTE;2026-03-08 10:00:00;6913.781999999999
NE;NORDESTE;2026-03-08 10:00:00;9678.042
S;SUL;2026-03-08 10:00:00;12073.774
SE;SUDESTE/CENTRO-OESTE;2026-03-08 10:00:00;38094.531
N;NORTE;2026-03-08 11:00:00;6944.714000000001
NE;NORDESTE;2026-03-08 11:00:00;9887.469999999998
S;SUL;2026-03-08 11:00:00;12602.702
SE;SUDESTE/CENTRO-OESTE;2026-03-08 11:00:00;39590.923
N;NORTE;2026-03-08 12:00:00;6956.473
NE;NORDESTE;2026-03-08 12:00:00;9921.926
S;SUL;2026-03-08 12:00:00;12664.696
SE;SUDESTE/CENTRO-OESTE;2026-03-08 12:00:00;40509.87
N;NORTE;2026-03-08 13:00:00;7009.044999999999
NE;NORDESTE;2026-03-08 13:00:00;9861.685
S;SUL;2026-03-08 13:00:00;12253.801999999998
SE;SUDESTE/CENTRO-OESTE;2026-03-08 13:00:00;40325.99399999999
N;NORTE;2026-03-08 14:00:00;7136.063
NE;NORDESTE;2026-03-08 14:00:00;10103.328
S;SUL;2026-03-08 14:00:00;12025.045999999998
SE;SUDESTE/CENTRO-OESTE;2026-03-08 14:00:00;40361.503
N;NORTE;2026-03-08 15:00:00;7423.813000000002
NE;NORDESTE;2026-03-08 15:00:00;10300.682999999995
S;SUL;2026-03-08 15:00:00;12249.253
SE;SUDESTE/CENTRO-OESTE;2026-03-08 15:00:00;41482.488
N;NORTE;2026-03-08 16:00:00;7442.275000000002
NE;NORDESTE;2026-03-08 16:00:00;10627.66
S;SUL;2026-03-08 16:00:00;12652.101
SE;SUDESTE/CENTRO-OESTE;2026-03-08 16:00:00;43776.39300000002
N;NORTE;2026-03-08 17:00:00;7567.540000000001
NE;NORDESTE;2026-03-08 17:00:00;12143.080000000004
S;SUL;2026-03-08 17:00:00;13645.633
SE;SUDESTE/CENTRO-OESTE;2026-03-08 17:00:00;46064.905000000006
N;NORTE;2026-03-08 18:00:00;7942.256999999998
NE;NORDESTE;2026-03-08 18:00:00;14023.975
S;SUL;2026-03-08 18:00:00;14516.078
SE;SUDESTE/CENTRO-OESTE;2026-03-08 18:00:00;48898.245
N;NORTE;2026-03-08 19:00:00;8282.994
NE;NORDESTE;2026-03-08 19:00:00;14252.756
S;SUL;2026-03-08 19:00:00;15493.11
SE;SUDESTE/CENTRO-OESTE;2026-03-08 19:00:00;50547.44000000002
N;NORTE;2026-03-08 20:00:00;8386.506000000003
NE;NORDESTE;2026-03-08 20:00:00;14161.748999999998
S;SUL;2026-03-08 20:00:00;15380.506
SE;SUDESTE/CENTRO-OESTE;2026-03-08 20:00:00;50274.662
N;NORTE;2026-03-08 21:00:00;8604.215
NE;NORDESTE;2026-03-08 21:00:00;14479.327
S;SUL;2026-03-08 21:00:00;15119.815
SE;SUDESTE/CENTRO-OESTE;2026-03-08 21:00:00;49731.88500000001
N;NORTE;2026-03-08 22:00:00;8674.738
NE;NORDESTE;2026-03-08 22:00:00;14440.135000000002
S;SUL;2026-03-08 22:00:00;14526.455000000002
SE;SUDESTE/CENTRO-OESTE;2026-03-08 22:00:00;48312.31000000001
N;NORTE;2026-03-08 23:00:00;8700.910999999998
NE;NORDESTE;2026-03-08 23:00:00;13906.440000000002
S;SUL;2026-03-08 23:00:00;13754.59
SE;SUDESTE/CENTRO-OESTE;2026-03-08 23:00:00;46104.851
N;NORTE;2026-03-09 00:00:00;8605.034
NE;NORDESTE;2026-03-09 00:00:00;13607.564
S;SUL;2026-03-09 00:00:00;13027.3
SE;SUDESTE/CENTRO-OESTE;2026-03-09 00:00:00;43639.399000000005
N;NORTE;2026-03-09 01:00:00;8461.314000000002
NE;NORDESTE;2026-03-09 01:00:00;13279.522999999996
S;SUL;2026-03-09 01:00:00;12473.303
SE;SUDESTE/CENTRO-OESTE;2026-03-09 01:00:00;41811.404
N;NORTE;2026-03-09 02:00:00;8302.419000000002
NE;NORDESTE;2026-03-09 02:00:00;13064.183
S;SUL;2026-03-09 02:00:00;12166.240999999998
SE;SUDESTE/CENTRO-OESTE;2026-03-09 02:00:00;40463.49900000001
N;NORTE;2026-03-09 03:00:00;8181.4180000000015
NE;NORDESTE;2026-03-09 03:00:00;12987.443
S;SUL;2026-03-09 03:00:00;12029.426
SE;SUDESTE/CENTRO-OESTE;2026-03-09 03:00:00;39899.29400000001
N;NORTE;2026-03-09 04:00:00;8100.226999999999
NE;NORDESTE;2026-03-09 04:00:00;12971.900999999998
S;SUL;2026-03-09 04:00:00;12098.717
SE;SUDESTE/CENTRO-OESTE;2026-03-09 04:00:00;40136.03699999998
N;NORTE;2026-03-09 05:00:00;8005.815000000004
NE;NORDESTE;2026-03-09 05:00:00;12899.575
S;SUL;2026-03-09 05:00:00;12813.935
SE;SUDESTE/CENTRO-OESTE;2026-03-09 05:00:00;42048.219
N;NORTE;2026-03-09 06:00:00;7775.720000000001
NE;NORDESTE;2026-03-09 06:00:00;12149.669
S;SUL;2026-03-09 06:00:00;14106.707000000002
SE;SUDESTE/CENTRO-OESTE;2026-03-09 06:00:00;44715.90600000002
N;NORTE;2026-03-09 07:00:00;7698.042000000002
NE;NORDESTE;2026-03-09 07:00:00;11413.701
S;SUL;2026-03-09 07:00:00;15280.157
SE;SUDESTE/CENTRO-OESTE;2026-03-09 07:00:00;47079.951
N;NORTE;2026-03-09 08:00:00;8027.093999999999
NE;NORDESTE;2026-03-09 08:00:00;11926.622000000005
S;SUL;2026-03-09 08:00:00;16432.952
SE;SUDESTE/CENTRO-OESTE;2026-03-09 08:00:00;49955.747
N;NORTE;2026-03-09 09:00:00;8206.746
NE;NORDESTE;2026-03-09 09:00:00;12287.562999999998
S;SUL;2026-03-09 09:00:00;16514.758
SE;SUDESTE/CENTRO-OESTE;2026-03-09 09:00:00;51606.516
N;NORTE;2026-03-09 10:00:00;8314.758999999998
NE;NORDESTE;2026-03-09 10:00:00;12598.77
S;SUL;2026-03-09 10:00:00;16697.735
SE;SUDESTE/CENTRO-OESTE;2026-03-09 10:00:00;53247.386000000006
N;NORTE;2026-03-09 11:00:00;8456.613
NE;NORDESTE;2026-03-09 11:00:00;12612.329000000002
S;SUL;2026-03-09 11:00:00;17100.305
SE;SUDESTE/CENTRO-OESTE;2026-03-09 11:00:00;53969.34900000001
N;NORTE;2026-03-09 12:00:00;8419.284999999996
NE;NORDESTE;2026-03-09 12:00:00;12055.765
S;SUL;2026-03-09 12:00:00;15892.641
SE;SUDESTE/CENTRO-OESTE;2026-03-09 12:00:00;52806.51499999999
N;NORTE;2026-03-09 13:00:00;8569.631000000001
NE;NORDESTE;2026-03-09 13:00:00;12338.183
S;SUL;2026-03-09 13:00:00;16309.543
SE;SUDESTE/CENTRO-OESTE;2026-03-09 13:00:00;52820.492
N;NORTE;2026-03-09 14:00:00;8772.266000000001
NE;NORDESTE;2026-03-09 14:00:00;12781.982000000004
