id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
SE;SUDESTE/CENTRO-OESTE;2026-04-04 07:00:00;37969.01300000001
N;NORTE;2026-04-04 08:00:00;7149.953
NE;NORDESTE;2026-04-04 08:00:00;10518.811
S;SUL;2026-04-04 08:00:00;12764.36
SE;SUDESTE/CENTRO-OESTE;2026-04-04 08:00:00;38640.22
N;NORTE;2026-04-04 09:00:00;7234.427
NE;NORDESTE;2026-04-04 09:00:00;10342.047
S;SUL;2026-04-04 09:00:00;12571.854
SE;SUDESTE/CENTRO-OESTE;2026-04-04 09:00:00;39305.223000000005
N;NORTE;2026-04-04 10:00:00;7520.810000000001
NE;NORDESTE;2026-04-04 10:00:00;10650.943
S;SUL;2026-04-04 10:00:00;12709.756
SE;SUDESTE/CENTRO-OESTE;2026-04-04 10:00:00;39989.844000000005
N;NORTE;2026-04-04 11:00:00;7517.359
NE;NORDESTE;2026-04-04 11:00:00;10743.828999999998
S;SUL;2026-04-04 11:00:00;13121.611
SE;SUDESTE/CENTRO-OESTE;2026-04-04 11:00:00;41523.928
N;NORTE;2026-04-04 12:00:00;7456.593999999999
NE;NORDESTE;2026-04-04 12:00:00;10724.642000000003
S;SUL;2026-04-04 12:00:00;13193.12
SE;SUDESTE/CENTRO-OESTE;2026-04-04 12:00:00;42354.389
N;NORTE;2026-04-04 13:00:00;7758.913000000001
NE;NORDESTE;2026-04-04 13:00:00;10699.264
S;SUL;2026-04-04 13:00:00;13547.262
SE;SUDESTE/CENTRO-OESTE;2026-04-04 13:00:00;42270.56499999999
N;NORTE;2026-04-04 14:00:00;7774.25
NE;NORDESTE;2026-04-04 14:00:00;10790.12
S;SUL;2026-04-04 14:00:00;13680.752
SE;SUDESTE/CENTRO-OESTE;2026-04-04 14:00:00;42288.312
N;NORTE;2026-04-04 15:00:00;7762.651999999999
NE;NORDESTE;2026-04-04 15:00:00;11407.455999999998
S;SUL;2026-04-04 15:00:00;13907.104
SE;SUDESTE/CENTRO-OESTE;2026-04-04 15:00:00;42599.56099999998
N;NORTE;2026-04-04 16:00:00;7884.295999999999
NE;NORDESTE;2026-04-04 16:00:00;12146.131
S;SUL;2026-04-04 16:00:00;14454.601
SE;SUDESTE/CENTRO-OESTE;2026-04-04 16:00:00;44170.75
N;NORTE;2026-04-04 17:00:00;7786.2840000000015
NE;NORDESTE;2026-04-04 17:00:00;13502.210000000006
S;SUL;2026-04-04 17:00:00;15390.716
SE;SUDESTE/CENTRO-OESTE;2026-04-04 17:00:00;46378.98999999999
N;NORTE;2026-04-04 18:00:00;7958.335999999999
NE;NORDESTE;2026-04-04 18:00:00;14478.385000000002
S;SUL;2026-04-04 18:00:00;16599.881
SE;SUDESTE/CENTRO-OESTE;2026-04-04 18:00:00;49994.32699999999
N;NORTE;2026-04-04 19:00:00;8212.065
NE;NORDESTE;2026-04-04 19:00:00;14263.744000000002
S;SUL;2026-04-04 19:00:00;16855.89
SE;SUDESTE/CENTRO-OESTE;2026-04-04 19:00:00;49704.086
N;NORTE;2026-04-04 20:00:00;8258.991000000002
NE;NORDESTE;2026-04-04 20:00:00;14132.184
S;SUL;2026-04-04 20:00:00;16183.434
SE;SUDESTE/CENTRO-OESTE;2026-04-04 20:00:00;48274.34800000001
N;NORTE;2026-04-04 21:00:00;8346.397
NE;NORDESTE;2026-04-04 21:00:00;14291.756
S;SUL;2026-04-04 21:00:00;15569.263
SE;SUDESTE/CENTRO-OESTE;2026-04-04 21:00:00;46974.33
N;NORTE;2026-04-04 22:00:00;8364.915
NE;NORDESTE;2026-04-04 22:00:00;14194.196999999998
S;SUL;2026-04-04 22:00:00;14925.017
SE;SUDESTE/CENTRO-OESTE;2026-04-04 22:00:00;45385.427
N;NORTE;2026-04-04 23:00:00;8230.029999999999
NE;NORDESTE;2026-04-04 23:00:00;13873.402999999998
S;SUL;2026-04-04 23:00:00;14201.319
SE;SUDESTE/CENTRO-OESTE;2026-04-04 23:00:00;43533.822
N;NORTE;2026-04-05 00:00:00;8124.834999999999
NE;NORDESTE;2026-04-05 00:00:00;13655.447000000004
S;SUL;2026-04-05 00:00:00;13332.258
SE;SUDESTE/CENTRO-OESTE;2026-04-05 00:00:00;41347.98800000001
N;NORTE;2026-04-05 01:00:00;7999.328999999999
NE;NORDESTE;2026-04-05 01:00:00;13293.977000000004
S;SUL;2026-04-05 01:00:00;12580.227
SE;SUDESTE/CENTRO-OESTE;2026-04-05 01:00:00;39600.387
N;NORTE;2026-04-05 02:00:00;7894.684999999999
NE;NORDESTE;2026-04-05 02:00:00;12945.717999999992
S;SUL;2026-04-05 02:00:00;12023.435
SE;SUDESTE/CENTRO-OESTE;2026-04-05 02:00:00;38206.899
N;NORTE;2026-04-05 03:00:00;7802.346999999998
NE;NORDESTE;2026-04-05 03:00:00;12629.128000000002
S;SUL;2026-04-05 03:00:00;11658.245
SE;SUDESTE/CENTRO-OESTE;2026-04-05 03:00:00;37288.758
N;NORTE;2026-04-05 04:00:00;7721.158999999997
NE;NORDESTE;2026-04-05 04:00:00;12475.437000000002
S;SUL;2026-04-05 04:00:00;11422.043
SE;SUDESTE/CENTRO-OESTE;2026-04-05 04:00:00;36898.182000000015
N;NORTE;2026-04-05 05:00:00;7620.867
NE;NORDESTE;2026-04-05 05:00:00;12103.982999999997
S;SUL;2026-04-05 05:00:00;11312.127
SE;SUDESTE/CENTRO-OESTE;2026-04-05 05:00:00;36543.757
N;NORTE;2026-04-05 06:00:00;7319.999
NE;NORDESTE;2026-04-05 06:00:00;11243.518000000004
S;SUL;2026-04-05 06:00:00;11308.777
SE;SUDESTE/CENTRO-OESTE;2026-04-05 06:00:00;35961.39200000001
N;NORTE;2026-04-05 07:00:00;7174.484000000001
NE;NORDESTE;2026-04-05 07:00:00;10692.667000000003
S;SUL;2026-04-05 07:00:00;11432.772
SE;SUDESTE/CENTRO-OESTE;2026-04-05 07:00:00;35940.829999999994
N;NORTE;2026-04-05 08:00:00;6790.842999999999
NE;NORDESTE;2026-04-05 08:00:00;10102.025999999998
S;SUL;2026-04-05 08:00:00;11396.694
SE;SUDESTE/CENTRO-OESTE;2026-04-05 08:00:00;35241.319
N;NORTE;2026-04-05 09:00:00;6658.835
NE;NORDESTE;2026-04-05 09:00:00;9800.160000000003
S;SUL;2026-04-05 09:00:00;11116.846
SE;SUDESTE/CENTRO-OESTE;2026-04-05 09:00:00;35230.648
N;NORTE;2026-04-05 10:00:00;6706.425000000002
NE;NORDESTE;2026-04-05 10:00:00;9656.085999999998
S;SUL;2026-04-05 10:00:00;10974.417
SE;SUDESTE/CENTRO-OESTE;2026-04-05 10:00:00;36236.978
N;NORTE;2026-04-05 11:00:00;6628.536
NE;NORDESTE;2026-04-05 11:00:00;9839.983
S;SUL;2026-04-05 11:00:00;10800.733
SE;SUDESTE/CENTRO-OESTE;2026-04-05 11:00:00;37814.298
N;NORTE;2026-04-05 12:00:00;6794.034
NE;NORDESTE;2026-04-05 12:00:00;9975.552
S;SUL;2026-04-05 12:00:00;10300.354
SE;SUDESTE/CENTRO-OESTE;2026-04-05 12:00:00;38405.40099999999
N;NORTE;2026-04-05 13:00:00;6933.563
NE;NORDESTE;2026-04-05 13:00:00;10026.371000000005
S;SUL;2026-04-05 13:00:00;10186.205
SE;SUDESTE/CENTRO-OESTE;2026-04-05 13:00:00;37467.181
N;NORTE;2026-04-05 14:00:00;6989.241
NE;NORDESTE;2026-04-05 14:00:00;10405.877
S;SUL;2026-04-05 14:00:00;10549.931
SE;SUDESTE/CENTRO-OESTE;2026-04-05 14:00:00;37127.886
N;NORTE;2026-04-05 15:00:00;7230.613000000001
NE;NORDESTE;2026-04-05 15:00:00;11023.363999999998
S;SUL;2026-04-05 15:00:00;10988.797
SE;SUDESTE/CENTRO-OESTE;2026-04-05 15:00:00;38384.733
N;NORTE;2026-04-05 16:00:00;7438.347
NE;NORDESTE;2026-04-05 16:00:00;12081.265999999996
S;SUL;2026-04-05 16:00:00;11763.646
SE;SUDESTE/CENTRO-OESTE;2026-04-05 16:00:00;40579.37100000001
N;NORTE;2026-04-05 17:00:00;7763.735000000001
NE;NORDESTE;2026-04-05 17:00:00;13252.735000000002
S;SUL;2026-04-05 17:00:00;13234.919000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-05 17:00:00;43584.616999999984
N;NORTE;2026-04-05 18:00:00;8216.714
NE;NORDESTE;2026-04-05 18:00:00;13962.483999999997
S;SUL;2026-04-05 18:00:00;14928.132999999998
SE;SUDESTE/CENTRO-OESTE;2026-04-05 18:00:00;47982.40300000002
N;NORTE;2026-04-05 19:00:00;8458.401000000002
NE;NORDESTE;2026-04-05 19:00:00;13762.917999999998
S;SUL;2026-04-05 19:00:00;15422.005
SE;SUDESTE/CENTRO-OESTE;2026-04-05 19:00:00;48757.98499999999
N;NORTE;2026-04-05 20:00:00;8484.767
NE;NORDESTE;2026-04-05 20:00:00;13888.517
S;SUL;2026-04-05 20:00:00;15109.803
SE;SUDESTE/CENTRO-OESTE;2026-04-05 20:00:00;48305.18300000001
N;NORTE;2026-04-05 21:00:00;8554.41
NE;NORDESTE;2026-04-05 21:00:00;14148.045999999998
S;SUL;2026-04-05 21:00:00;14711.426
SE;SUDESTE/CENTRO-OESTE;2026-04-05 21:00:00;47536.033
N;NORTE;2026-04-05 22:00:00;8684.55
NE;NORDESTE;2026-04-05 22:00:00;14065.745
S;SUL;2026-04-05 22:00:00;14161.956
SE;SUDESTE/CENTRO-OESTE;2026-04-05 22:00:00;46140.30300000001
N;NORTE;2026-04-05 23:00:00;8726.622
NE;NORDESTE;2026-04-05 23:00:00;13771.651999999996
S;SUL;2026-04-05 23:00:00;13289.14
SE;SUDESTE/CENTRO-OESTE;2026-04-05 23:00:00;43801.08799999997
N;NORTE;2026-04-06 00:00:00;8579.455
NE;NORDESTE;2026-04-06 00:00:00;13381.740999999998
S;SUL;2026-04-06 00:00:00;12570.099
SE;SUDESTE/CENTRO-OESTE;2026-04-06 00:00:00;41720.777
N;NORTE;2026-04-06 01:00:00;8385.707
NE;NORDESTE;2026-04-06 01:00:00;13126.316999999995
S;SUL;2026-04-06 01:00:00;12038.478
SE;SUDESTE/CENTRO-OESTE;2026-04-06 01:00:00;39818.84499999999
N;NORTE;2026-04-06 02:00:00;8157.348999999998
NE;NORDESTE;2026-04-06 02:00:00;12858.567
S;SUL;2026-04-06 02:00:00;11790.304
SE;SUDESTE/CENTRO-OESTE;2026-04-06 02:00:00;38731.011
N;NORTE;2026-04-06 03:00:00;7953.735999999999
NE;NORDESTE;2026-04-06 03:00:00;12649.002
S;SUL;2026-04-06 03:00:00;11685.538
SE;SUDESTE/CENTRO-OESTE;2026-04-06 03:00:00;38016.14600000001
N;NORTE;2026-04-06 04:00:00;7851.666999999999
NE;NORDESTE;2026-04-06 04:00:00;12577.875
S;SUL;2026-04-06 04:00:00;11823.283
SE;SUDESTE/CENTRO-OESTE;2026-04-06 04:00:00;38368.74399999999
N;NORTE;2026-04-06 05:00:00;7830.014000000001
NE;NORDESTE;2026-04-06 05:00:00;12424.753
S;SUL;2026-04-06 05:00:00;12578.072
SE;SUDESTE/CENTRO-OESTE;2026-04-06 05:00:00;40242.022
N;NORTE;2026-04-06 06:00:00;7556.521000000001
NE;NORDESTE;2026-04-06 06:00:00;12014.342999999995
S;SUL;2026-04-06 06:00:00;13969.672000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-06 06:00:00;42880.756
N;NORTE;2026-04-06 07:00:00;7491.750999999998
NE;NORDESTE;2026-04-06 07:00:00;11881.050000000005
S;SUL;2026-04-06 07:00:00;15441.655
SE;SUDESTE/CENTRO-OESTE;2026-04-06 07:00:00;45330.041
N;NORTE;2026-04-06 08:00:00;7812.121000000002
NE;NORDESTE;2026-04-06 08:00:00;12268.219
S;SUL;2026-04-06 08:00:00;16366.271
SE;SUDESTE/CENTRO-OESTE;2026-04-06 08:00:00;47046.733
N;NORTE;2026-04-06 09:00:00;8110.222000000001
NE;NORDESTE;2026-04-06 09:00:00;12755.771000000004
S;SUL;2026-04-06 09:00:00;16275.662
SE;SUDESTE/CENTRO-OESTE;2026-04-06 09:00:00;47776.69499999999
N;NORTE;2026-04-06 10:00:00;8229.742000000002
NE;NORDESTE;2026-04-06 10:00:00;13023.526000000002
S;SUL;2026-04-06 10:00:00;16439.558
SE;SUDESTE/CENTRO-OESTE;2026-04-06 10:00:00;49167.60800000001
N;NORTE;2026-04-06 11:00:00;8212.376
NE;NORDESTE;2026-04-06 11:00:00;13066.347999999994
S;SUL;2026-04-06 11:00:00;16425.194
SE;SUDESTE/CENTRO-OESTE;2026-04-06 11:00:00;50485.482
N;NORTE;2026-04-06 12:00:00;8029.336000000001
NE;NORDESTE;2026-04-06 12:00:00;12463.932000000004
S;SUL;2026-04-06 12:00:00;15287.077
SE;SUDESTE/CENTRO-OESTE;2026-04-06 12:00:00;50399.78200000001
N;NORTE;2026-04-06 13:00:00;8173.835999999998
NE;NORDESTE;2026-04-06 13:00:00;12670.024999999998
S;SUL;2026-04-06 13:00:00;16442.795000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-06 13:00:00;51931.51
N;NORTE;2026-04-06 14:00:00;8565.003999999999
NE;NORDESTE;2026-04-06 14:00:00;13110.894000000002
S;SUL;2026-04-06 14:00:00;17402.631
SE;SUDESTE/CENTRO-OESTE;2026-04-06 14:00:00;52708.10799999999
N;NORTE;2026-04-06 15:00:00;8894.657
NE;NORDESTE;2026-04-06 15:00:00;13736.203
S;SUL;2026-04-06 15:00:00;17759.552
SE;SUDESTE/CENTRO-OESTE;2026-04-06 15:00:00;53014.57899999999
N;NORTE;2026-04-06 16:00:00;8763.752
NE;NORDESTE;2026-04-06 16:00:00;14400.256
S;SUL;2026-04-06 16:00:00;18280.852
SE;SUDESTE/CENTRO-OESTE;2026-04-06 16:00:00;53932.17600000001
N;NORTE;2026-04-06 17:00:00;8416.948999999999
NE;NORDESTE;2026-04-06 17:00:00;14796.7
S;SUL;2026-04-06 17:00:00;17941.989999999998
SE;SUDESTE/CENTRO-OESTE;2026-04-06 17:00:00;52457.78599999999
N;NORTE;2026-04-06 18:00:00;8281.87
NE;NORDESTE;2026-04-06 18:00:00;15177.754000000004
S;SUL;2026-04-06 18:00:00;18070.103
SE;SUDESTE/CENTRO-OESTE;2026-04-06 18:00:00;54212.65200000002
N;NORTE;2026-04-06 19:00:00;8482.994000000002
NE;NORDESTE;2026-04-06 19:00:00;15118.496999999998
S;SUL;2026-04-06 19:00:00;18456.177
SE;SUDESTE/CENTRO-OESTE;2026-04-06 19:00:00;54664.73700000001
N;NORTE;2026-04-06 20:00:00;8580.185
NE;NORDESTE;2026-04-06 20:00:00;14795.988
S;SUL;2026-04-06 20:00:00;17992.367000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-06 20:00:00;54266.08500000001
N;NORTE;2026-04-06 21:00:00;8715.176
NE;NORDESTE;2026-04-06 21:00:00;15092.605000000009
S;SUL;2026-04-06 21:00:00;17566.248999999996
SE;SUDESTE/CENTRO-OESTE;2026-04-06 21:00:00;53320.887
N;NORTE;2026-04-06 22:00:00;8789.797000000002
NE;NORDESTE;2026-04-06 22:00:00;14871.411999999998
S;SUL;2026-04-06 22:00:00;16633.581
SE;SUDESTE/CENTRO-OESTE;2026-04-06 22:00:00;50884.303
N;NORTE;2026-04-06 23:00:00;8672.563000000002
NE;NORDESTE;2026-04-06 23:00:00;14186.267999999996
S;SUL;2026-04-06 23:00:00;15489.837
SE;SUDESTE/CENTRO-OESTE;2026-04-06 23:00:00;47972.637
N;NORTE;2026-04-07 00:00:00;8483.609
NE;NORDESTE;2026-04-07 00:00:00;13706.275999999998
S;SUL;2026-04-07 00:00:00;14444.039
SE;SUDESTE/CENTRO-OESTE;2026-04-07 00:00:00;45084.936
N;NORTE;2026-04-07 01:00:00;8251.488999999998
NE;NORDESTE;2026-04-07 01:00:00;13132.222000000002
S;SUL;2026-04-07 01:00:00;13877.866
SE;SUDESTE/CENTRO-OESTE;2026-04-07 01:00:00;43102.92999999999
N;NORTE;2026-04-07 02:00:00;8004.277000000001
NE;NORDESTE;2026-04-07 02:00:00;12702.64
S;SUL;2026-04-07 02:00:00;13324.891
SE;SUDESTE/CENTRO-OESTE;2026-04-07 02:00:00;41725.276
N;NORTE;2026-04-07 03:00:00;7760.405
NE;NORDESTE;2026-04-07 03:00:00;12523.709
S;SUL;2026-04-07 03:00:00;13032.447
SE;SUDESTE/CENTRO-OESTE;2026-04-07 03:00:00;41008.30799999999
N;NORTE;2026-04-07 04:00:00;7642.593999999999
NE;NORDESTE;2026-04-07 04:00:00;12484.628999999995
S;SUL;2026-04-07 04:00:00;13046.64
SE;SUDESTE/CENTRO-OESTE;2026-04-07 04:00:00;41278.58899999999
N;NORTE;2026-04-07 05:00:00;7549.147999999999
NE;NORDESTE;2026-04-07 05:00:00;12361.21
S;SUL;2026-04-07 05:00:00;13685.767
SE;SUDESTE/CENTRO-OESTE;2026-04-07 05:00:00;43049.18499999999
N;NORTE;2026-04-07 06:00:00;7279.993999999997
NE;NORDESTE;2026-04-07 06:00:00;12091.906000000004
S;SUL;2026-04-07 06:00:00;14941.963000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-07 06:00:00;45357.59499999999
N;NORTE;2026-04-07 07:00:00;7219.130999999998
NE;NORDESTE;2026-04-07 07:00:00;12467.117000000002
S;SUL;2026-04-07 07:00:00;16139.926
SE;SUDESTE/CENTRO-OESTE;2026-04-07 07:00:00;47137.066000000006
N;NORTE;2026-04-07 08:00:00;7308.140999999998
NE;NORDESTE;2026-04-07 08:00:00;12999.668000000003
S;SUL;2026-04-07 08:00:00;16931.934
SE;SUDESTE/CENTRO-OESTE;2026-04-07 08:00:00;48985.406
N;NORTE;2026-04-07 09:00:00;7556.769000000002
NE;NORDESTE;2026-04-07 09:00:00;13085.398
S;SUL;2026-04-07 09:00:00;16899.804
SE;SUDESTE/CENTRO-OESTE;2026-04-07 09:00:00;49841.34899999999
N;NORTE;2026-04-07 10:00:00;7858.544999999998
NE;NORDESTE;2026-04-07 10:00:00;13333.265
S;SUL;2026-04-07 10:00:00;17443.856
SE;SUDESTE/CENTRO-OESTE;2026-04-07 10:00:00;50805.052
N;NORTE;2026-04-07 11:00:00;8049.468999999999
NE;NORDESTE;2026-04-07 11:00:00;13348.191
S;SUL;2026-04-07 11:00:00;17705.092
SE;SUDESTE/CENTRO-OESTE;2026-04-07 11:00:00;51496.645
N;NORTE;2026-04-07 12:00:00;8040.757
NE;NORDESTE;2026-04-07 12:00:00;12881.626
S;SUL;2026-04-07 12:00:00;16621.031
SE;SUDESTE/CENTRO-OESTE;2026-04-07 12:00:00;50989.993
N;NORTE;2026-04-07 13:00:00;8250.755999999998
NE;NORDESTE;2026-04-07 13:00:00;13268.522
S;SUL;2026-04-07 13:00:00;17414.655
SE;SUDESTE/CENTRO-OESTE;2026-04-07 13:00:00;52532.539
N;NORTE;2026-04-07 14:00:00;8527.533
NE;NORDESTE;2026-04-07 14:00:00;13705.648999999998
S;SUL;2026-04-07 14:00:00;17873.883
SE;SUDESTE/CENTRO-OESTE;2026-04-07 14:00:00;53174.668000000005
N;NORTE;2026-04-07 15:00:00;8753.665
NE;NORDESTE;2026-04-07 15:00:00;14213.891
S;SUL;2026-04-07 15:00:00;18356.323
SE;SUDESTE/CENTRO-OESTE;2026-04-07 15:00:00;53709.46900000001
N;NORTE;2026-04-07 16:00:00;8810.811999999996
NE;NORDESTE;2026-04-07 16:00:00;14347.161999999997
S;SUL;2026-04-07 16:00:00;18842.486
SE;SUDESTE/CENTRO-OESTE;2026-04-07 16:00:00;54232.64499999999
N;NORTE;2026-04-07 17:00:00;8552.490999999996
NE;NORDESTE;2026-04-07 17:00:00;14624.330999999998
S;SUL;2026-04-07 17:00:00;18075.723000000005
SE;SUDESTE/CENTRO-OESTE;2026-04-07 17:00:00;53052.86999999999
N;NORTE;2026-04-07 18:00:00;8494.229
NE;NORDESTE;2026-04-07 18:00:00;15093.587000000003
S;SUL;2026-04-07 18:00:00;18245.619
SE;SUDESTE/CENTRO-OESTE;2026-04-07 18:00:00;55173.76800000001
N;NORTE;2026-04-07 19:00:00;8748.689000000002
NE;NORDESTE;2026-04-07 19:00:00;15188.403999999997
S;SUL;2026-04-07 19:00:00;18320.908000000003
SE;SUDESTE/CENTRO-OESTE;2026-04-07 19:00:00;55562.724999999984
N;NORTE;2026-04-07 20:00:00;8862.217999999999
NE;NORDESTE;2026-04-07 20:00:00;15266.422999999995
S;SUL;2026-04-07 20:00:00;17728.58
SE;SUDESTE/CENTRO-OESTE;2026-04-07 20:00:00;55118.484
N;NORTE;2026-04-07 21:00:00;8989.872000000003
NE;NORDESTE;2026-04-07 21:00:00;15483.373999999996
S;SUL;2026-04-07 21:00:00;17141.585000000003
SE;SUDESTE/CENTRO-OESTE;2026-04-07 21:00:00;54241.777
N;NORTE;2026-04-07 22:00:00;8997.332
NE;NORDESTE;2026-04-07 22:00:00;15332.268999999997
S;SUL;2026-04-07 22:00:00;16213.739
SE;SUDESTE/CENTRO-OESTE;2026-04-07 22:00:00;51528.36200000001
N;NORTE;2026-04-07 23:00:00;8883.714999999998
NE;NORDESTE;2026-04-07 23:00:00;14730.837999999996
S;SUL;2026-04-07 23:00:00;14689.626
SE;SUDESTE/CENTRO-OESTE;2026-04-07 23:00:00;48436.17700000002
N;NORTE;2026-04-08 00:00:00;8676.17
NE;NORDESTE;2026-04-08 00:00:00;14160.444999999994
S;SUL;2026-04-08 00:00:00;13735.328
SE;SUDESTE/CENTRO-OESTE;2026-04-08 00:00:00;45506.881
N;NORTE;2026-04-08 01:00:00;8429.830000000002
NE;NORDESTE;2026-04-08 01:00:00;13764.124000000003
S;SUL;2026-04-08 01:00:00;12993.415
SE;SUDESTE/CENTRO-OESTE;2026-04-08 01:00:00;43155.916
N;NORTE;2026-04-08 02:00:00;8297.858
NE;NORDESTE;2026-04-08 02:00:00;13512.539999999995
S;SUL;2026-04-08 02:00:00;12486.742000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-08 02:00:00;41851.19199999998
N;NORTE;2026-04-08 03:00:00;8163.026000000002
NE;NORDESTE;2026-04-08 03:00:00;13262.152000000004
S;SUL;2026-04-08 03:00:00;12289.568
SE;SUDESTE/CENTRO-OESTE;2026-04-08 03:00:00;41088.81500000002
N;NORTE;2026-04-08 04:00:00;8021.723000000002
NE;NORDESTE;2026-04-08 04:00:00;13264.749000000003
S;SUL;2026-04-08 04:00:00;12271.96
SE;SUDESTE/CENTRO-OESTE;2026-04-08 04:00:00;41141.52599999998
N;NORTE;2026-04-08 05:00:00;7902.938
NE;NORDESTE;2026-04-08 05:00:00;13058.439999999997
S;SUL;2026-04-08 05:00:00;12995.924
SE;SUDESTE/CENTRO-OESTE;2026-04-08 05:00:00;42975.92399999999
N;NORTE;2026-04-08 06:00:00;7611.433000000001
NE;NORDESTE;2026-04-08 06:00:00;12450.028000000002
S;SUL;2026-04-08 06:00:00;14319.087
SE;SUDESTE/CENTRO-OESTE;2026-04-08 06:00:00;45287.12199999999
N;NORTE;2026-04-08 07:00:00;7480.105000000001
NE;NORDESTE;2026-04-08 07:00:00;12195.156000000004
S;SUL;2026-04-08 07:00:00;15597.616
SE;SUDESTE/CENTRO-OESTE;2026-04-08 07:00:00;47501.623
N;NORTE;2026-04-08 08:00:00;7757.127
NE;NORDESTE;2026-04-08 08:00:00;12790.732
S;SUL;2026-04-08 08:00:00;16556.581
SE;SUDESTE/CENTRO-OESTE;2026-04-08 08:00:00;49384.59
N;NORTE;2026-04-08 09:00:00;7952.204
NE;NORDESTE;2026-04-08 09:00:00;13170.482
S;SUL;2026-04-08 09:00:00;16356.148999999998
SE;SUDESTE/CENTRO-OESTE;2026-04-08 09:00:00;50443.516
N;NORTE;2026-04-08 10:00:00;8121.101999999999
NE;NORDESTE;2026-04-08 10:00:00;13576.79
S;SUL;2026-04-08 10:00:00;16588.529000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-08 10:00:00;51176.27099999999
N;NORTE;2026-04-08 11:00:00;8127.344999999999
NE;NORDESTE;2026-04-08 11:00:00;13655.041
S;SUL;2026-04-08 11:00:00;16422.901
SE;SUDESTE/CENTRO-OESTE;2026-04-08 11:00:00;51600.29600000002
N;NORTE;2026-04-08 12:00:00;7946.531000000001
NE;NORDESTE;2026-04-08 12:00:00;13205.069
S;SUL;2026-04-08 12:00:00;15157.465
SE;SUDESTE/CENTRO-OESTE;2026-04-08 12:00:00;50828.849999999984
N;NORTE;2026-04-08 13:00:00;8407.96
NE;NORDESTE;2026-04-08 13:00:00;13268.731
S;SUL;2026-04-08 13:00:00;15743.753
SE;SUDESTE/CENTRO-OESTE;2026-04-08 13:00:00;51156.28800000001
N;NORTE;2026-04-08 14:00:00;8800.134000000002
NE;NORDESTE;2026-04-08 14:00:00;13129.432999999995
S;SUL;2026-04-08 14:00:00;16597.588
SE;SUDESTE/CENTRO-OESTE;2026-04-08 14:00:00;52697.422
N;NORTE;2026-04-08 15:00:00;8883.757999999998
NE;NORDESTE;2026-04-08 15:00:00;13675.903000000002
S;SUL;2026-04-08 15:00:00;16724.318
SE;SUDESTE/CENTRO-OESTE;2026-04-08 15:00:00;53570.55400000002
N;NORTE;2026-04-08 16:00:00;8813.748
NE;NORDESTE;2026-04-08 16:00:00;14290.067
S;SUL;2026-04-08 16:00:00;17019.100000000002
SE;SUDESTE/CENTRO-OESTE;2026-04-08 16:00:00;54072.65200000001
N;NORTE;2026-04-08 17:00:00;8688.791000000001
NE;NORDESTE;2026-04-08 17:00:00;14695.027999999998
S;SUL;2026-04-08 17:00:00;16889.467
SE;SUDESTE/CENTRO-OESTE;2026-04-08 17:00:00;53261.72800000003
N;NORTE;2026-04-08 18:00:00;8681.773000000001
NE;NORDESTE;2026-04-08 18:00:00;15239.188
S;SUL;2026-04-08 18:00:00;17389.441
SE;SUDESTE/CENTRO-OESTE;2026-04-08 18:00:00;55667.90700000001
N;NORTE;2026-04-08 19:00:00;8856.712000000003
NE;NORDESTE;2026-04-08 19:00:00;14991.095
S;SUL;2026-04-08 19:00:00;17722.416
SE;SUDESTE/CENTRO-OESTE;2026-04-08 19:00:00;55699.97500000001
N;NORTE;2026-04-08 20:00:00;9036.672
NE;NORDESTE;2026-04-08 20:00:00;15134.743
S;SUL;2026-04-08 20:00:00;17082.541
SE;SUDESTE/CENTRO-OESTE;2026-04-08 20:00:00;55192.47100000001
N;NORTE;2026-04-08 21:00:00;9099.596
NE;NORDESTE;2026-04-08 21:00:00;15348.482
S;SUL;2026-04-08 21:00:00;16526.511
SE;SUDESTE/CENTRO-OESTE;2026-04-08 21:00:00;54224.62799999999
N;NORTE;2026-04-08 22:00:00;9115.343
NE;NORDESTE;2026-04-08 22:00:00;15319.961
S;SUL;2026-04-08 22:00:00;15629.102
SE;SUDESTE/CENTRO-OESTE;2026-04-08 22:00:00;51983.164
N;NORTE;2026-04-08 23:00:00;9071.109000000002
NE;NORDESTE;2026-04-08 23:00:00;14987.434
S;SUL;2026-04-08 23:00:00;14311.32
SE;SUDESTE/CENTRO-OESTE;2026-04-08 23:00:00;48958.90300000002
N;NORTE;2026-04-09 00:00:00;8848.464000000002
NE;NORDESTE;2026-04-09 00:00:00;14459.154
S;SUL;2026-04-09 00:00:00;13280.775
SE;SUDESTE/CENTRO-OESTE;2026-04-09 00:00:00;45844.466
N;NORTE;2026-04-09 01:00:00;8623.381000000001
NE;NORDESTE;2026-04-09 01:00:00;13902.238
S;SUL;2026-04-09 01:00:00;12487.693
SE;SUDESTE/CENTRO-OESTE;2026-04-09 01:00:00;43634.991
N;NORTE;2026-04-09 02:00:00;8379.982000000002
